word,pos,scores
meaningless,adjective,-3
head-nod-inducing,adjective,-3
boresome,adjective,-3
boy-bait,adjective,-3
diminutive,adjective,-3
graphic,adjective,-3
hypocritical,adjective,-3
invective,adjective,-3
menial,adjective,-3
third-rate,adjective,-3
senile,adjective,-3
soft-porn,adjective,-3
sordid,adjective,-3
exasperating,adjective,-3
b-grade,adjective,-3
near-pornographic,adjective,-3
bone-headed,adjective,-3
inferior,adjective,-3
groan-inducing,adjective,-3
moronic,adjective,-3
masochistic,adjective,-3
rabid,adjective,-3
anticlimactic,adjective,-3
manipulative,adjective,-3
goddamned,adjective,-3
infantile,adjective,-3
least_favorite,adjective,-3
(full)_of_PRP,adjective,-3
unholy,adjective,-3
shitty,adjective,-3
obselete,adjective,-3
buggy,adjective,-3
tainted,adjective,-3
broken,adjective,-3
stained,adjective,-3
obsessive,adjective,-3
freakish,adjective,-3
dismayed,adjective,-3
joyless,adjective,-3
unsustainable,adjective,-3
substandard,adjective,-3
repressive,adjective,-3
obsolete,adjective,-3
insolvent,adjective,-3
impoverished,adjective,-3
illiterate,adjective,-3
hurtful,adjective,-3
helpless,adjective,-3
hazardous,adjective,-3
forbidding,adjective,-3
dictatorial,adjective,-3
deteriorating,adjective,-3
crushing,adjective,-3
corrosive,adjective,-3
bankrupt,adjective,-3
wearisome,adjective,-3
virulent,adjective,-3
upsetting,adjective,-3
unscrupulous,adjective,-3
unjustifiable,adjective,-3
unkind,adjective,-3
twisted,adjective,-3
traumatic,adjective,-3
traumatized,adjective,-3
stricken,adjective,-3
spiteful,adjective,-3
slothful,adjective,-3
slanderous,adjective,-3
sanctimonious,adjective,-3
salacious,adjective,-3
rank,adjective,-3
pgnacious,adjective,-3
pitiable,adjective,-3
phony,adjective,-3
pernicious,adjective,-3
opressive,adjective,-3
onerous,adjective,-3
nefarious,adjective,-3
nauseating,adjective,-3
merciless,adjective,-3
malodorous,adjective,-3
lecherous,adjective,-3
lascivious,adjective,-3
invidious,adjective,-3
irate,adjective,-3
insolent,adjective,-3
inhumane,adjective,-3
infernal,adjective,-3
indecent,adjective,-3
inconsolable,adjective,-3
inpudent,adjective,-3
immoral,adjective,-3
forlon,adjective,-3
fiendish,adjective,-3
farfetched,adjective,-3
fanatical,adjective,-3
egotistical,adjective,-3
draconian,adjective,-3
distressing,adjective,-3
distasteful,adjective,-3
disillusioned,adjective,-3
dishonest,adjective,-3
disgusted,adjective,-3
digruntled,adjective,-3
destructive,adjective,-3
demeaning,adjective,-3
cursed,adjective,-3
contemptuous,adjective,-3
condemnable,adjective,-3
conceited,adjective,-3
brutish,adjective,-3
bonkers,adjective,-3
bellicose,adjective,-3
beastly,adjective,-3
barbarous,adjective,-3
barbaric,adjective,-3
asinine,adjective,-3
ludicrous,adjective,-4
dreary,adjective,-4
abrasive,adjective,-4
acidic,adjective,-4
anal,adjective,-4
anal-retentive,adjective,-4
annoying,adjective,-4
banal,adjective,-4
booze-and-puke,adjective,-4
break-in,adjective,-4
crappy,adjective,-4
criminal,adjective,-4
crud,adjective,-4
cruel,adjective,-4
crummy,adjective,-4
damaging,adjective,-4
damn,adjective,-4
deluded,adjective,-4
devestating,adjective,-4
disheveled,adjective,-4
drugged-out,adjective,-4
drunk,adjective,-4
drunken,adjective,-4
gin-soaked,adjective,-4
grisly,adjective,-4
hostile,adjective,-4
idiotic,adjective,-4
inane,adjective,-4
insulting,adjective,-4
irritating,adjective,-4
lethal,adjective,-4
lifeless,adjective,-4
lousy,adjective,-4
ludicrously-priced,adjective,-4
malicious,adjective,-4
malevolent,adjective,-4
mournful,adjective,-4
murderous,adjective,-4
nauseous,adjective,-4
notorious,adjective,-4
obscene,adjective,-4
painful,adjective,-4
pathetic,adjective,-4
perverse,adjective,-4
pitiful,adjective,-4
pointless,adjective,-4
preposterous,adjective,-4
sharp-tongued,adjective,-4
snotty-nosed,adjective,-4
stressed-out,adjective,-4
stupid,adjective,-4
tabloid,adjective,-4
tortured,adjective,-4
unacceptable,adjective,-4
unstable,adjective,-4
unsympathetic,adjective,-4
unusable,adjective,-4
unwashable,adjective,-4
useless,adjective,-4
vengeful,adjective,-4
worthless,adjective,-4
write-off,adjective,-4
inexcusable,adjective,-4
psychotic,adjective,-4
diabolical,adjective,-4
profane,adjective,-4
scatological,adjective,-4
worse,adjective,-4
monstrous,adjective,-4
cheap-o,adjective,-4
egregious,adjective,-4
fourth-rate,adjective,-4
exploitative,adjective,-4
pathological,adjective,-4
pornographic,adjective,-4
quasi-fascist,adjective,-4
revolting,adjective,-4
pedantic,adjective,-4
fucking,adjective,-4
outraged,adjective,-4
treacherous,adjective,-4
toxic,adjective,-4
ruinous,adjective,-4
malignant,adjective,-4
infested,adjective,-4
cancerous,adjective,-4
authoritarian,adjective,-4
woeful,adjective,-4
vile,adjective,-4
unthinkable,adjective,-4
tyrannical,adjective,-4
treasonous,adjective,-4
traitorous,adjective,-4
torturous,adjective,-4
tormented,adjective,-4
seething,adjective,-4
scathing,adjective,-4
reviled,adjective,-4
repugnant,adjective,-4
reprehensible,adjective,-4
puny,adjective,-4
perfidious,adjective,-4
mortifying,adjective,-4
irredeemable,adjective,-4
intolerable,adjective,-4
insufferable,adjective,-4
insidious,adjective,-4
infuriated,adjective,-4
humiliating,adjective,-4
furious,adjective,-4
fetid,adjective,-4
exorbitant,adjective,-4
enraged,adjective,-4
earsplitting,adjective,-4
distraught,adjective,-4
disgraced,adjective,-4
destitute,adjective,-4
despotic,adjective,-4
contemptible,adjective,-4
calumnious,adjective,-4
blasphemous,adjective,-4
belligerent,adjective,-4
appalled,adjective,-4
abysmal,adjective,-4
abusive,adjective,-5
agonizing,adjective,-5
apocalyptic,adjective,-5
appalling,adjective,-5
astronomically-priced,adjective,-5
atrocious,adjective,-5
awful,adjective,-5
brutal,adjective,-5
bubble-butt,adjective,-5
catastrophic,adjective,-5
delusional,adjective,-5
deplorable,adjective,-5
detestable,adjective,-5
disasterous,adjective,-5
diseased,adjective,-5
disgusting,adjective,-5
dismal,adjective,-5
dreadful,adjective,-5
evil,adjective,-5
excruciating,adjective,-5
fatal,adjective,-5
filthy,adjective,-5
foul,adjective,-5
ghastly,adjective,-5
grievous,adjective,-5
grotesque,adjective,-5
hateful,adjective,-5
headache-inducing,adjective,-5
hideous,adjective,-5
horrendous,adjective,-5
horrible,adjective,-5
horrid,adjective,-5
horrific,adjective,-5
horrifying,adjective,-5
loathsome,adjective,-5
miserable,adjective,-5
nasty,adjective,-5
racist,adjective,-5
rancid,adjective,-5
repulsive,adjective,-5
satanic,adjective,-5
sickening,adjective,-5
snot-crusted,adjective,-5
terrible,adjective,-5
ugly,adjective,-5
unforgivable,adjective,-5
unlistenable,adjective,-5
unlisteneable,adjective,-5
venomous,adjective,-5
vicious,adjective,-5
wicked,adjective,-5
wretched,adjective,-5
execrable,adjective,-5
depraved,adjective,-5
deranged,adjective,-5
worst,adjective,-5
godawful,adjective,-5
talent-impaired,adjective,-5
disasterous,adjective,-5
despised,adjective,-5
despicable,adjective,-5
aghast,adjective,-5
abominable,adjective,-5
abhorrent,adjective,-5
abhorred,adjective,-5
wondrously,adverb,5
delightfully,adverb,5
gorgeously,adverb,5
exceptionally,adverb,5
excellently,adverb,5
wonderfully,adverb,5
magnificently,adverb,5
spectacularly,adverb,5
flawlessly,adverb,5
scrumptiously,adverb,5
outstandingly,adverb,5
perfectly,adverb,5
marvelously,adverb,5
awesomely,adverb,5
divinely,adverb,5
breathtakingly,adverb,5
impeccably,adverb,5
exclusively,adverb,5
fabulously,adverb,5
adorably,adverb,5
brilliantly,adverb,5
amazingly,adverb,5
dazzlingly,adverb,5
incredibly,adverb,5
gloriously,adverb,5
terrifically,adverb,5
orgasmically,adverb,5
enjoyably,adverb,4
pleasingly,adverb,4
jubilantly,adverb,4
great,adverb,4
magically,adverb,4
handsomely,adverb,4
exuberantly,adverb,4
engagingly,adverb,4
elegantly,adverb,4
admirably,adverb,4
superbly,adverb,4
lovably,adverb,4
masterfully,adverb,4
ingeniously,adverb,4
splendidly,adverb,4
refreshingly,adverb,4
happily,adverb,4
endearingly,adverb,4
supremely,adverb,4
phenomenally,adverb,4
charmingly,adverb,4
innovatively,adverb,4
deliciously,adverb,4
miraculously,adverb,4
enchantingly,adverb,4
engrossingly,adverb,4
hilariously,adverb,4
beautifully,adverb,4
intelligently,adverb,4
joyously,adverb,4
attractively,adverb,4
exquisitely,adverb,4
jaw-droppingly,adverb,4
benevolently,adverb,4
radiantly,adverb,4
enthusiastically,adverb,4
rechargeable,adverb,4
peacefully,adverb,3
stylishly,adverb,3
exotically,adverb,3
extensively,adverb,3
meticulously,adverb,3
sweetly,adverb,3
imaginitively,adverb,3
commendably,adverb,3
tremendously,adverb,3
courteously,adverb,3
lovingly,adverb,3
popularly,adverb,3
cutely,adverb,3
easily,adverb,3
good,adverb,3
richly,adverb,3
ruggedly,adverb,3
satisfyingly,adverb,3
newly,adverb,3
free,adverb,3
poignantly,adverb,3
cheerfully,adverb,3
accurately,adverb,3
positively,adverb,3
intriguingly,adverb,3
thrillingly,adverb,3
favorably,adverb,3
creatively,adverb,3
festively,adverb,3
passionately,adverb,3
expertly,adverb,3
captivatingly,adverb,3
gracefully,adverb,3
artfully,adverb,3
deftly,adverb,3
impressively,adverb,3
intellectually,adverb,3
vividly,adverb,3
extraordinarily,adverb,3
cleverly,adverb,3
imaginatively,adverb,3
ergonomicly,adverb,3
correctly,adverb,3
seamlessly,adverb,3
freely,adverb,3
wittily,adverb,3
fearlessly,adverb,3
brightly,adverb,3
flexibly,adverb,3
adeptly,adverb,3
tenderly,adverb,3
wisely,adverb,3
triumphantly,adverb,3
effortlessly,adverb,3
pleasantly,adverb,3
uproariously,adverb,3
enormously,adverb,3
amusingly,adverb,3
dearly,adverb,3
amply,adverb,3
successfully,adverb,3
humorously,adverb,3
patiently,adverb,3
memorably,adverb,3
pricelessly,adverb,3
entertainingly,adverb,3
ergonomically,adverb,3
boldly,adverb,3
powerfully,adverb,3
conveniently,adverb,3
resoundingly,adverb,3
adroitly,adverb,3
romantically,adverb,3
astoundingly,adverb,3
heroically,adverb,3
energetically,adverb,3
soulfully,adverb,3
generously,adverb,3
courageously,adverb,3
valiantly,adverb,3
affordably,adverb,3
dependably,adverb,3
affordable,adverb,3
inexpensively,adverb,3
fortunately,adverb,2
professionally,adverb,2
remarkably,adverb,2
chicly,adverb,2
suspensefully,adverb,2
intricately,adverb,2
aptly,adverb,2
nicely-finished,adverb,2
consistently,adverb,2
reliably,adverb,2
lyrically,adverb,2
suitably,adverb,2
genuinely,adverb,2
appropriately,adverb,2
intensively,adverb,2
heartily,adverb,2
eternally,adverb,2
gladly,adverb,2
bravely,adverb,2
elaborately,adverb,2
freshly,adverb,2
firmly,adverb,2
indulgently,adverb,2
convincingly,adverb,2
efficiently,adverb,2
colorfully,adverb,2
progressively,adverb,2
calmly,adverb,2
honorably,adverb,2
fondly,adverb,2
skillfully,adverb,2
liberally,adverb,2
playfully,adverb,2
thoughtfully,adverb,2
precisely,adverb,2
truthfully,adverb,2
purposefully,adverb,2
luckily,adverb,2
gently,adverb,2
comfortably,adverb,2
thoroughly,adverb,2
eagerly,adverb,2
neatly,adverb,2
competently,adverb,2
promisingly,adverb,2
pretty,adverb,2
keenly,adverb,2
stunningly,adverb,2
delicately,adverb,2
actively,adverb,2
innocently,adverb,2
affectionately,adverb,2
immensly,adverb,2
faithfully,adverb,2
capably,adverb,2
coherently,adverb,2
addictively,adverb,2
inventively,adverb,2
reflectively,adverb,2
helpfully,adverb,2
nobly,adverb,2
humbly,adverb,2
profoundly,adverb,2
avidly,adverb,2
earnestly,adverb,2
smart,adverb,2
politely,adverb,2
interestingly,adverb,2
mystically,adverb,2
sentimentally,adverb,2
smartly,adverb,2
formidably,adverb,2
finely,adverb,2
handily,adverb,2
exceptionaly,adverb,2
ethereally,adverb,2
quintessentially,adverb,2
chivalrously,adverb,2
strategically,adverb,2
fine,adverb,2
electronically,adverb,2
artistically,adverb,2
morally,adverb,2
erotically,adverb,2
touchingly,adverb,2
forcefully,adverb,2
optimistically,adverb,2
strong,adverb,2
spiritedly,adverb,2
sympathetically,adverb,2
nostalgically,adverb,2
tastefully,adverb,2
confidently,adverb,2
monumentally,adverb,2
heart-wrenchingly,adverb,2
nicely,adverb,2
safely,adverb,2
decisively,adverb,2
responsibly,adverb,2
proudly,adverb,2
understandably,adverb,2
mightily,adverb,2
authentically,adverb,2
uncompromisingly,adverb,2
better,adverb,2
digitaly,adverb,2
quick,adverb,2
toll-free,adverb,2
clear,adverb,2
cleanly,adverb,2
universally,adverb,1
intuitively,adverb,1
astonishingly,adverb,1
clean,adverb,1
stylistically,adverb,1
famously,adverb,1
abundantly,adverb,1
digitally,adverb,1
silently,adverb,1
breathlessly,adverb,1
naturally,adverb,1
comically,adverb,1
giddily,adverb,1
realisticly,adverb,1
carefully,adverb,1
crisply,adverb,1
innocuously,adverb,1
intimately,adverb,1
entirly,adverb,1
officially,adverb,1
believably,adverb,1
promptly,adverb,1
musically,adverb,1
noticeably,adverb,1
uniquely,adverb,1
logically,adverb,1
whimsically,adverb,1
readily,adverb,1
fittingly,adverb,1
classically,adverb,1
effectively,adverb,1
strikingly,adverb,1
preferably,adverb,1
first,adverb,1
majorly,adverb,1
modestly,adverb,1
reasonably,adverb,1
sufficiently,adverb,1
electrically,adverb,1
significantly,adverb,1
recognizably,adverb,1
substantially,adverb,1
adequately,adverb,1
softly,adverb,1
surely,adverb,1
intensely,adverb,1
solidly,adverb,1
immensely,adverb,1
solemnly,adverb,1
warmly,adverb,1
relevantly,adverb,1
equitably,adverb,1
ably,adverb,1
sure,adverb,1
properly,adverb,1
normally,adverb,1
purely,adverb,1
persuasively,adverb,1
cheaply,adverb,1
centrally,adverb,1
distinctly,adverb,1
consciously,adverb,1
plausibly,adverb,1
commensurately,adverb,1
enough,adverb,1
straight-forwardly,adverb,1
comparably,adverb,1
responsively,adverb,1
distinctively,adverb,1
quickly,adverb,1
sensitively,adverb,1
spontaneously,adverb,1
willingly,adverb,1
decently,adverb,1
well,adverb,1
expensively,adverb,1
shrewdly,adverb,1
realy,adverb,1
legitimately,adverb,1
infinitely,adverb,1
speedily,adverb,1
easy,adverb,1
prominently,adverb,1
preciously,adverb,1
casually,adverb,1
usefully,adverb,1
smoothly,adverb,1
flush,adverb,1
gradually,adverb,1
notably,adverb,1
greatly,adverb,1
steadily,adverb,1
automatically,adverb,1
quietly,adverb,1
credibly,adverb,1
satisfactorily,adverb,1
flirtatiously,adverb,1
unusually,adverb,1
rightly,adverb,1
globally,adverb,1
respectfully,adverb,1
quirkily,adverb,1
independently,adverb,1
hugely,adverb,1
real,adverb,1
realistically,adverb,1
soft,adverb,1
large,adverb,1
fair,adverb,1
uncannily,adverb,1
comedically,adverb,1
unconventionally,adverb,1
scientifically,adverb,1
unpredictably,adverb,1
usual,adverb,1
ready,adverb,1
seductively,adverb,1
cheerily,adverb,1
hypnotically,adverb,1
trusty,adverb,1
ambitiously,adverb,1
nonchalantly,adverb,1
securely,adverb,1
compactly,adverb,1
extra,adverb,1
acceptably,adverb,1
economically,adverb,1
functionally,adverb,1
legibly,adverb,1
optionally,adverb,1
competitively,adverb,1
noticeablely,adverb,1
slickly,adverb,-1
coolly,adverb,-1
hysterically,adverb,-1
vastly,adverb,-1
flashily,adverb,-1
superficially,adverb,-1
dramatically,adverb,-1
bluntly,adverb,-1
weirdly,adverb,-1
discouragingly,adverb,-1
compulsively,adverb,-1
rarely,adverb,-1
tightly,adverb,-1
coldly,adverb,-1
marginally,adverb,-1
sharply,adverb,-1
cheesily,adverb,-1
narrowly,adverb,-1
shockingly,adverb,-1
short,adverb,-1
mind-bogglingly,adverb,-1
plainly,adverb,-1
disconcertingly,adverb,-1
dimly,adverb,-1
severely,adverb,-1
loosely,adverb,-1
outrageously,adverb,-1
unevenly,adverb,-1
heavy,adverb,-1
hard,adverb,-1
inevitably,adverb,-1
nervously,adverb,-1
commercially,adverb,-1
hesitantly,adverb,-1
little,adverb,-1
remotely,adverb,-1
wildly,adverb,-1
wistfully,adverb,-1
fantastically,adverb,-1
endlessly,adverb,-1
idly,adverb,-1
negatively,adverb,-1
minimally,adverb,-1
extremely,adverb,-1
protectively,adverb,-1
mischievously,adverb,-1
tersely,adverb,-1
reluctantly,adverb,-1
slowly,adverb,-1
unnecessarily,adverb,-1
slyly,adverb,-1
transparently,adverb,-1
madly,adverb,-1
emotionally,adverb,-1
uneasily,adverb,-1
scarcely,adverb,-1
roughly,adverb,-1
choppily,adverb,-1
inconsistently,adverb,-1
heavily,adverb,-1
restlessly,adverb,-1
complexly,adverb,-1
oddly,adverb,-1
conventionally,adverb,-1
peculiarly,adverb,-1
stereotypically,adverb,-1
off-topic,adverb,-1
trendily,adverb,-1
long,adverb,-1
clinically,adverb,-1
cautiously,adverb,-1
politically,adverb,-1
religiously,adverb,-1
difficultly,adverb,-1
radically,adverb,-1
falsely,adverb,-1
repetitiously,adverb,-1
eerily,adverb,-1
uninterestingly,adverb,-1
faintly,adverb,-1
redundantly,adverb,-1
darkly,adverb,-1
cryptically,adverb,-1
loose,adverb,-1
artificially,adverb,-1
campily,adverb,-1
sporadically,adverb,-1
simplistically,adverb,-1
starkly,adverb,-1
apologetically,adverb,-1
inextricably,adverb,-1
flamboyantly,adverb,-1
idealistically,adverb,-1
incredulously,adverb,-1
plain,adverb,-1
cheap,adverb,-1
haplessly,adverb,-1
slow,adverb,-1
late,adverb,-1
persistently,adverb,-1
incompletely,adverb,-1
temperamentally,adverb,-1
ironically,adverb,-1
strangely,adverb,-1
blindingly,adverb,-1
defiantly,adverb,-1
unclearly,adverb,-1
dark,adverb,-1
natively,adverb,-1
irregularly,adverb,-1
unrealistically,adverb,-1
gratuitously,adverb,-2
cooly,adverb,-2
thankfully,adverb,-2
unreasonably,adverb,-2
repetitively,adverb,-2
inappropriately,adverb,-2
inexplicably,adverb,-2
needlessly,adverb,-2
brashly,adverb,-2
poorly,adverb,-2
relentlessly,adverb,-2
uncomfortably,adverb,-2
lazily,adverb,-2
noisily,adverb,-2
merely,adverb,-2
gravely,adverb,-2
fiercely,adverb,-2
infamously,adverb,-2
coarsely,adverb,-2
indifferently,adverb,-2
nakedly,adverb,-2
clumsily,adverb,-2
tepidly,adverb,-2
illogically,adverb,-2
mindnumbingly,adverb,-2
amateurishly,adverb,-2
laughably,adverb,-2
clunkily,adverb,-2
ungloriously,adverb,-2
wrongfully,adverb,-2
impossibly,adverb,-2
mistakenly,adverb,-2
sadly,adverb,-2
allegedly,adverb,-2
predictably,adverb,-2
flatly,adverb,-2
guiltily,adverb,-2
maddeningly,adverb,-2
convolutedly,adverb,-2
sluggishly,adverb,-2
unwillingly,adverb,-2
incessantly,adverb,-2
unjustly,adverb,-2
foolishly,adverb,-2
unfortunately,adverb,-2
anxiously,adverb,-2
sappily,adverb,-2
thanklessly,adverb,-2
unfairly,adverb,-2
sorely,adverb,-2
icily,adverb,-2
harshly,adverb,-2
barely,adverb,-2
ineptly,adverb,-2
loudly,adverb,-2
lustfully,adverb,-2
evasively,adverb,-2
tiresomely,adverb,-2
apprehensively,adverb,-2
hardly,adverb,-2
vaguely,adverb,-2
unconvincingly,adverb,-2
impatiently,adverb,-2
inaccurately,adverb,-2
unfortunatly,adverb,-2
violently,adverb,-2
excessively,adverb,-2
unintelligently,adverb,-2
incorrectly,adverb,-2
sketchily,adverb,-2
blandly,adverb,-2
jealously,adverb,-2
weakly,adverb,-2
offensively,adverb,-2
arbitrarily,adverb,-2
unrelentingly,adverb,-2
dully,adverb,-2
desperately,adverb,-2
thoughtlessly,adverb,-2
regretfully,adverb,-2
overly,adverb,-2
unsuccessfully,adverb,-2
shakily,adverb,-2
lamely,adverb,-2
woodenly,adverb,-2
uncontrollably,adverb,-2
strictly,adverb,-2
desperatly,adverb,-2
toughly,adverb,-2
confusingly,adverb,-2
unimaginatively,adverb,-2
adversely,adverb,-2
messily,adverb,-2
suspiciously,adverb,-2
illegally,adverb,-2
wrongly,adverb,-2
overwhelmingly,adverb,-2
sheepishly,adverb,-2
mindlessly,adverb,-2
['d|would]_rather,adverb,-2
generic,adverb,-2
acutely,adverb,-2
geeky,adverb,-2
unsettlingly,adverb,-2
sullenly,adverb,-2
loud,adverb,-2
morosely,adverb,-2
depressingly,adverb,-2
incomprehensibly,adverb,-2
catatonically,adverb,-2
one-dimensionally,adverb,-2
ill,adverb,-2
generically,adverb,-2
unappealing,adverb,-2
stubbornly,adverb,-2
painstakingly,adverb,-2
unfavorably,adverb,-2
haphazardly,adverb,-2
cheekily,adverb,-2
gloomily,adverb,-2
sloppily,adverb,-2
insanely,adverb,-2
ridiculously,adverb,-2
drunkenly,adverb,-2
impulsively,adverb,-2
awkwardly,adverb,-2
vacuously,adverb,-2
greedily,adverb,-2
naively,adverb,-2
sinfully,adverb,-3
interminably,adverb,-3
monstrously,adverb,-3
deviously,adverb,-3
aggressively,adverb,-3
cynically,adverb,-3
angrily,adverb,-3
unpleasantly,adverb,-3
terminally,adverb,-3
grimly,adverb,-3
trashily,adverb,-3
obnoxiously,adverb,-3
brazenly,adverb,-3
creepily,adverb,-3
rudely,adverb,-3
terrifyingly,adverb,-3
incompetently,adverb,-3
too,adverb,-3
blindly,adverb,-3
hopelessly,adverb,-3
mind-numbingly,adverb,-3
pretentiously,adverb,-3
savagely,adverb,-3
disappointingly,adverb,-3
absurdly,adverb,-3
heavy-handedly,adverb,-3
tediously,adverb,-3
densely,adverb,-3
menacingly,adverb,-3
b-movie,adverb,-3
dangerously,adverb,-3
ominously,adverb,-3
unforgivingly,adverb,-3
grossly,adverb,-3
rabidly,adverb,-3
hauntingly,adverb,-3
fearsomely,adverb,-3
unhappily,adverb,-3
disturbingly,adverb,-3
boringly,adverb,-3
shamelessly,adverb,-3
shrilly,adverb,-3
bleakly,adverb,-3
blatantly,adverb,-3
selfishly,adverb,-3
badly,adverb,-3
bizarrely,adverb,-3
graphically,adverb,-3
tragically,adverb,-3
problematically,adverb,-3
chronically,adverb,-3
dead,adverb,-3
annoyingly,adverb,-3
irritatingly,adverb,-3
anally,adverb,-3
fatally,adverb,-3
senselessly,adverb,-3
arrogantly,adverb,-3
shamefully,adverb,-3
bad,adverb,-3
ludicrously,adverb,-4
unbearably,adverb,-4
inexcusably,adverb,-4
diabolically,adverb,-4
unwatchably,adverb,-4
write-off,adverb,-4
perversely,adverb,-4
stupidly,adverb,-4
unacceptably,adverb,-4
criminally,adverb,-4
cruelly,adverb,-4
preposterously,adverb,-4
painfully,adverb,-4
notoriously,adverb,-4
inanely,adverb,-4
pathetically,adverb,-4
obscenely,adverb,-4
pointlessly,adverb,-4
pitifully,adverb,-4
lifelessly,adverb,-4
insultingly,adverb,-4
maliciously,adverb,-4
psychotically,adverb,-4
revoltingly,adverb,-4
pathologically,adverb,-4
exploitatively,adverb,-4
idiotically,adverb,-4
horrendously,adverb,-5
agonizingly,adverb,-5
unforgivably,adverb,-5
disasterously,adverb,-5
dreadfully,adverb,-5
sickeningly,adverb,-5
terribly,adverb,-5
brutally,adverb,-5
awfully,adverb,-5
appallingly,adverb,-5
miserably,adverb,-5
horribly,adverb,-5
horrifyingly,adverb,-5
wickedly,adverb,-5
repulsively,adverb,-5
drearily,adverb,-5
atrociously,adverb,-5
hideously,adverb,-5
dismally,adverb,-5
grotesquely,adverb,-5
grievously,adverb,-5
viciously,adverb,-5
disgustingly,adverb,-5
excruciatingly,adverb,-5
horrifically,adverb,-5
atrocious,adverb,-5
awful,adverb,-5
nastily,adverb,-5
attentively,adverb,2
briefly,adverb,-1
lonely,adverb,-1
streetwise,adverb,1
sly,adverb,-1
vitally,adverb,1
mind-blowingly,adverb,2
melodramatically,adverb,-2
immaculately,adverb,5
nasally,adverb,-1
skilfully,adverb,2
heartbreakingly,adverb,-2
fraudulently,adverb,-3
spotlessly,adverb,4
sparsely,adverb,-1
merrily,adverb,2
beautifuly,adverb,4
ornately,adverb,2
prettily,adverb,2
dynamically,adverb,2
shoddily,adverb,-3
insufficiently,adverb,-1
sportily,adverb,2
disjointedly,adverb,-2
righteously,adverb,-2
charitably,adverb,1
diligently,adverb,2
sub-plot,adverb,-2
straightforwardly,adverb,1
crookedly,adverb,-1
temptingly,adverb,1
judiciously,adverb,2
pricey,adverb,-1
prohibitively,adverb,-3
blankly,adverb,-1
scenically,adverb,4
ceremonially,adverb,1
surreally,adverb,-1
award-winning,adverb,5
fascinatingly,adverb,5
frustratingly,adverb,-2
fun,adverb,3
intermittently,adverb,-1
kindly,adverb,2
vigorously,adverb,2
eloquently,adverb,3
freakishly,adverb,-3
frighteningly,adverb,-1
just,adverb,1
stirringly,adverb,2
ethically,adverb,1
soundly,adverb,1
recklessly,adverb,-2
slightly,adverb,-1
unbelievably,adverb,-2
fiendishly,adverb,-3
wryly,adverb,1
woefully,adverb,-4
nimbly,adverb,1
rousingly,adverb,3
joyfully,adverb,4
disgustedly,adverb,-3
mercilessly,adverb,-3
justly,adverb,1
graciously,adverb,2
luxuriantly,adverb,3
blissfully,adverb,4
historically,adverb,1
curtly,adverb,-1
languidly,adverb,-1
halfheartedly,adverb,-1
swiftly,adverb,1
dauntingly,adverb,-2
groundbreakingly,adverb,3
astray,adverb,-1
bitterly,adverb,-2
obsessively,adverb,-3
helplessly,adverb,-3
insincerely,adverb,-2
deservedly,adverb,1
furiously,adverb,-4
inexorably,adverb,-2
inelegantly,adverb,-1
movingly,adverb,3
serenely,adverb,1
excitedly,adverb,3
benignly,adverb,1
aimlessly,adverb,-1
bewildering,adverb,-2
scathingly,adverb,-4
hastily,adverb,-2
moderately,adverb,1
crudely,adverb,-2
stupendously,adverb,5
pridefully,adverb,-1
soothingly,adverb,1
feebly,adverb,-2
majestically,adverb,4
insidiously,adverb,-4
distractingly,adverb,-1
murkily,adverb,-1
boastfully,adverb,-1
eminently,adverb,4
unwisely,adverb,-2
tenaciously,adverb,3
gratingly,adverb,-2
harmlessly,adverb,1
vainly,adverb,-2
laconically,adverb,-1
dejectedly,adverb,-2
profitably,adverb,1
bewilderingly,adverb,-2
distressingly,adverb,-3
nauseatingly,adverb,-3
capriciously,adverb,-2
fanatically,adverb,-3
carelessly,adverb,-1
abysmally,adverb,-4
sustainably,adverb,2
contemptuously,adverb,-3
glumly,adverb,-2
erratically,adverb,-1
thriftily,adverb,1
torturously,adverb,-4
exorbitantly,adverb,-4
smugly,adverb,-2
improperly,adverb,-1
detrimentally,adverb,-2
painlessly,adverb,1
erroneously,adverb,-1
sneakily,adverb,-1
epically,adverb,4
masterpiece,noun,5
perfection,noun,5
classic,noun,4
mastery,noun,4
wonder,noun,4
zenith,noun,4
beauty,noun,4
bliss,noun,4
brilliance,noun,4
culmination,noun,4
ecstasy,noun,4
excellence,noun,4
exhilaration,noun,4
genius,noun,4
magnificence,noun,4
tour-de-force,noun,4
pinnacle,noun,4
revelation,noun,4
jubilation,noun,4
euphoria,noun,4
elation,noun,3
stud,noun,3
angel,noun,3
freshness,noun,3
gaiety,noun,3
heroism,noun,3
honor,noun,3
intelligence,noun,3
love,noun,3
profoundness,noun,3
thoughtfulness,noun,3
valor,noun,3
wisdom,noun,3
accomplishment,noun,3
allure,noun,3
affection,noun,3
admiration,noun,3
achievement,noun,3
asset,noun,3
awe,noun,3
benefit,noun,3
boldness,noun,3
bounty,noun,3
bravery,noun,3
brightness,noun,3
champion,noun,3
charisma,noun,3
charm,noun,3
cheer,noun,3
commendation,noun,3
creativity,noun,3
dedication,noun,3
delight,noun,3
devotion,noun,3
divinity,noun,3
elation,noun,3
eminence,noun,3
enchantment,noun,3
enjoyment,noun,3
exuberance,noun,3
exultation,noun,3
faithfulness,noun,3
fascination,noun,3
favorite,noun,3
